regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000001,20000002,30000011,Shenela,-69575463334855192.0000000000,57122325440514736.0000000000,-80659835202844560.0000000000,-69575636549884640.0000000000,-69574314401968336.0000000000,57122244402670992.0000000000,57122337658314496.0000000000,80657805639471072.0000000000,80660396791719664.0000000000,0.0138000000,1,0,1,0,0,0,0,0.4569590000,500007,1295576124296.0000000000,3800,B1
10000001,20000002,30000012,Asabona,-88787078299773152.0000000000,57530354513983712.0000000000,-96309075103911456.0000000000,-88791397390007248.0000000000,-88786201909693376.0000000000,57530255526273168.0000000000,57530842192169536.0000000000,96307390631301760.0000000000,96313541534761088.0000000000,0.7113000000,1,0,1,0,0,0,0,0.3228840000,500007,3075451729664.0000000000,3799,B2
10000001,20000002,30000013,Onsooh,-81778742628362048.0000000000,60252693661956888.0000000000,-86635426626176720.0000000000,-81778794870618000.0000000000,-81775151649602784.0000000000,60252536029999928.0000000000,60252695963483328.0000000000,86629107367242560.0000000000,86636044338568864.0000000000,0.9844000000,0,0,0,1,0,0,0,0.4428170000,500007,3468485663152.0000000000,6,B2
10000001,20000002,30000014,Shamahi,-77750709738421136.0000000000,71722533435110288.0000000000,-87922010890003856.0000000000,-77752375313506224.0000000000,-77748220595916928.0000000000,71722505254969416.0000000000,71722575240330384.0000000000,87919461416316112.0000000000,87928237639952384.0000000000,0.5690000000,1,0,0,1,0,0,0,0.3552420000,500007,4388111818136.0000000000,3797,B2
10000001,20000002,30000015,Sendaya,-75035885475239840.0000000000,47720998611999976.0000000000,-95172408294045200.0000000000,-75036302944088848.0000000000,-75034909947496992.0000000000,47720939042647112.0000000000,47721024107019192.0000000000,95169889007283376.0000000000,95175559279052944.0000000000,0.0810400000,1,0,0,1,0,0,0,0.2939330000,500007,2835135884784.0000000000,3798,B2
10000001,20000002,30000016,Nazhgete,-83631155296696928.0000000000,63723785397160288.0000000000,-89813789948513856.0000000000,-83631552142160000.0000000000,-83628790224378256.0000000000,63723771871163712.0000000000,63723864808341896.0000000000,89813616892692800.0000000000,89816445093531968.0000000000,0.0139600000,0,1,0,0,0,0,0,0.3914970000,500007,1414100419584.0000000000,3800,B2
10000001,20000003,30000017,Futzchag,-64098583968529480.0000000000,41271973465565160.0000000000,-101139230377518848.0000000000,-64100883467061752.0000000000,-64092617515336920.0000000000,41271618432199816.0000000000,41272899328770048.0000000000,101138522286680560.0000000000,101143066585586592.0000000000,0.7871000000,0,0,0,1,0,0,0,0.1722290000,500007,4132975862416.0000000000,3801,B3
10000001,20000003,30000018,Kazna,-70142424691246248.0000000000,38488582153190368.0000000000,-96720410106924368.0000000000,-70146352582010976.0000000000,-70141340342553192.0000000000,38488413727223504.0000000000,38489192249684328.0000000000,96717292294777408.0000000000,96720853302116000.0000000000,1.5010000000,1,0,0,1,0,0,0,0.2312630000,500007,2506119728892.0000000000,3799,B3
10000001,20000003,30000019,Podion,-58709857801616320.0000000000,26044509386392232.0000000000,-101528995159067872.0000000000,-58710367381959120.0000000000,-58709380756752760.0000000000,26044417015128672.0000000000,26044595861270284.0000000000,101527134943693072.0000000000,101532375865627440.0000000000,0.0784200000,0,1,0,0,0,0,0,0.1097050000,500007,2620460967184.0000000000,3798,B3
10000001,20000003,30000020,Lilmad,-72855380319923856.0000000000,52909926114435768.0000000000,-108165273935479888.0000000000,-72858106676096240.0000000000,-72847571590350256.0000000000,52908524213109664.0000000000,52910418067027832.0000000000,108164428690670256.0000000000,108170125189103568.0000000000,1.1720000000,0,1,0,0,0,0,0,0.1604490000,500007,5267542872992.0000000000,3797,B3
10000001,20000003,30000021,Kuharah,-74379810853747824.0000000000,32538969531086932.0000000000,-100531188490154144.0000000000,-74384595923121984.0000000000,-74377722856504944.0000000000,32538644411469616.0000000000,32539111294772296.0000000000,100529648275428944.0000000000,100540345633738240.0000000000,2.5660000000,0,0,1,0,0,0,0,0.1897050000,500007,5348679154648.0000000000,9,B3
10000001,20000003,30000022,Jayneleb,-60839427954196584.0000000000,33031790950289316.0000000000,-105458726104477456.0000000000,-60846589878312880.0000000000,-60834801964735952.0000000000,33031148123022572.0000000000,33032207063566312.0000000000,105454773421069648.0000000000,105462448629452144.0000000000,0.1426000000,0,0,1,0,0,0,0,0.1138400000,500007,5893956788464.0000000000,7,B3
10000001,20000004,30000023,Fovihi,-81553344112251152.0000000000,50451257411607416.0000000000,-51154633880983648.0000000000,-81554719363490880.0000000000,-81553223632203536.0000000000,50451104540208784.0000000000,50451270856471080.0000000000,51150013792930528.0000000000,51155952361428824.0000000000,1.0800000000,1,0,0,1,0,0,0,0.8693940000,500007,2969284249148.0000000000,9,B
10000001,20000004,30000024,Kiereend,-77479080911142752.0000000000,51134179715466936.0000000000,-47885233482498208.0000000000,-77479736282401536.0000000000,-77478874101251664.0000000000,51134147110880480.0000000000,51134283002162792.0000000000,47884604839563200.0000000000,47887530200825064.0000000000,0.0194400000,0,0,0,1,0,0,0,0.8408350000,500007,1462680630932.0000000000,7,B
10000001,20000004,30000025,Rashy,-74181058770878320.0000000000,50998790158899712.0000000000,-44291930310919944.0000000000,-74183273721831248.0000000000,-74180375768494448.0000000000,50998574081360176.0000000000,50998856788276032.0000000000,44287302661417616.0000000000,44293392527686824.0000000000,0.1276000000,0,0,0,1,0,0,0,0.8032660000,500007,3044933134604.0000000000,7,B
10000001,20000004,30000026,Ordize,-66874602332344008.0000000000,47305539439210576.0000000000,-41604451379855072.0000000000,-66879408587107944.0000000000,-66872843811045040.0000000000,47305174233624648.0000000000,47305673060243952.0000000000,41600708274942496.0000000000,41610186873257936.0000000000,0.2079000000,0,0,0,1,0,0,0,0.6955640000,500007,4739299157720.0000000000,3798,B1
10000001,20000004,30000027,Psasa,-72183885785340304.0000000000,42984409865412608.0000000000,-45081203993618408.0000000000,-72187475500435312.0000000000,-72183514569166224.0000000000,42984382407078760.0000000000,42984412715680320.0000000000,45079304931330960.0000000000,45081426788826656.0000000000,0.4201000000,0,0,0,1,0,0,0,0.7499130000,500007,1980465634544.0000000000,8,B1
10000001,20000004,30000028,Eshtah,-71223584228661952.0000000000,50752785941188928.0000000000,-46482687207260968.0000000000,-71227043048865880.0000000000,-71217009936567512.0000000000,50751495459745600.0000000000,50753463796186992.0000000000,46482340943580360.0000000000,46484246018352608.0000000000,0.1457000000,1,0,0,1,0,0,0,0.7684330000,500007,5016556149184.0000000000,7,B
10000001,20000004,30000029,Lachailes,-61418700963258216.0000000000,39508226756646336.0000000000,-36346375132950880.0000000000,-61420475251585328.0000000000,-61418700663658216.0000000000,39508226457046336.0000000000,39508280978408848.0000000000,36346248678604032.0000000000,36347841445811968.0000000000,0.1283000000,0,0,1,0,0,0,0,0.5730510000,500007,887293963556.0000000000,6,B1
10000001,20000004,30000030,Kasrasi,-59932279484657984.0000000000,43233411197129288.0000000000,-41564724505396568.0000000000,-59932402213803424.0000000000,-59930489393074808.0000000000,43233081024525024.0000000000,43233433834058712.0000000000,41562713143121560.0000000000,41565360117674656.0000000000,0.1629000000,1,0,0,1,0,0,0,0.5730760000,500007,1323487276548.0000000000,6,B1
10000001,20000005,30000031,Mohas,-80931368391397728.0000000000,26612451671200672.0000000000,-26174170930793528.0000000000,-80931837139551840.0000000000,-80930214051728400.0000000000,26612382705341424.0000000000,26612620923956424.0000000000,26173234348555412.0000000000,26175801654655892.0000000000,0.0195600000,0,0,1,0,0,0,0,0.6817830000,500007,1283653050240.0000000000,7,B1
10000001,20000005,30000032,Hasiari,-87895710227609472.0000000000,39062466382135416.0000000000,-26800575462533416.0000000000,-87897713531994512.0000000000,-87894126356762512.0000000000,39062449183065008.0000000000,39062488136458248.0000000000,26800451180037640.0000000000,26802251912518856.0000000000,0.0786300000,1,0,0,1,0,0,0,0.7981880000,500007,1793587616000.0000000000,3797,B
10000001,20000005,30000033,Radima,-86669709447701840.0000000000,30253891492190176.0000000000,-23109218639605172.0000000000,-86671225467868400.0000000000,-86663806353775600.0000000000,30253169597607608.0000000000,30254078146926372.0000000000,23108674216347196.0000000000,23111736228151024.0000000000,0.4925000000,0,0,1,0,0,0,0,0.7539200000,500007,3709557046400.0000000000,3797,B
10000001,20000005,30000034,Alkez,-80605644803163840.0000000000,36589580336539304.0000000000,-22409023277357064.0000000000,-80609163797927104.0000000000,-80605329728513504.0000000000,36589537572663536.0000000000,36590057945538328.0000000000,22406313559613724.0000000000,22409251534718804.0000000000,0.0629100000,0,1,0,0,0,0,0,0.7821230000,500007,1917034706800.0000000000,7,B
10000001,20000005,30000035,Nimambal,-78972929108395072.0000000000,22021695733766360.0000000000,-30437697744700284.0000000000,-78974131949151040.0000000000,-78969435655035984.0000000000,22021057088713292.0000000000,22021915627483640.0000000000,30436115280282044.0000000000,30438466710869392.0000000000,0.1721000000,1,0,0,1,0,0,0,0.5940510000,500007,2348147057528.0000000000,6,B1
10000001,20000005,30000036,Yishinoon,-69082798590931976.0000000000,15194641371952620.0000000000,-28780877400953408.0000000000,-69089533613137568.0000000000,-69081769766190896.0000000000,15194614362048134.0000000000,15194818187551870.0000000000,28780199606184804.0000000000,28785266289061256.0000000000,2.2570000000,0,0,1,0,0,0,0,0.4247180000,500007,3881923473336.0000000000,3801,B2
10000001,20000005,30000037,Uplingur,-66223420001742984.0000000000,16326050663711196.0000000000,-25730407026952496.0000000000,-66229063366368584.0000000000,-66223131966336208.0000000000,16324942400831946.0000000000,16326107229697102.0000000000,25722512497311864.0000000000,25730463503132492.0000000000,1.0630000000,1,0,1,0,1,1,0,0.4220690000,500007,3975502910314.0000000000,6,B2
10000001,20000006,30000038,Dooz,-62127277592377584.0000000000,48759951230412048.0000000000,-77061875158752112.0000000000,-62127754165912936.0000000000,-62126039906992160.0000000000,48759932220076824.0000000000,48760000600426128.0000000000,77060552995571376.0000000000,77062218978977904.0000000000,0.0315900000,1,0,0,1,0,0,0,0.4237290000,500007,857129460388.0000000000,3798,B2
10000001,20000006,30000039,Bayuka,-59779356765873872.0000000000,39123118951290280.0000000000,-73224273778575456.0000000000,-59784139792647208.0000000000,-59777551677311744.0000000000,39122986693461832.0000000000,39123471026820736.0000000000,73221280684357584.0000000000,73226184481535120.0000000000,1.5630000000,0,0,0,1,0,0,0,0.4007220000,500007,3294057667732.0000000000,10,B2
10000001,20000006,30000040,Uzistoon,-57893084293713440.0000000000,45833021879997752.0000000000,-74838023569004384.0000000000,-57894315490518512.0000000000,-57890108516821064.0000000000,45832982796284648.0000000000,45833115721323440.0000000000,74836721212821872.0000000000,74838092429432528.0000000000,0.0200300000,0,0,0,1,0,0,0,0.3906460000,500007,2103486848724.0000000000,7,B2
10000001,20000006,30000041,Bairshir,-59500536638628784.0000000000,30602000215019544.0000000000,-70450499247601536.0000000000,-59500612499943160.0000000000,-59499329578206928.0000000000,30601911106546596.0000000000,30602005874279772.0000000000,70450459239084328.0000000000,70454679996837056.0000000000,0.0344900000,0,0,1,0,0,0,0,0.3640880000,500007,2110378876364.0000000000,3800,B2
10000001,20000006,30000042,Moh,-62674059167873768.0000000000,33768290206315220.0000000000,-64245757325714752.0000000000,-62678450637471304.0000000000,-62668557630768560.0000000000,33767695127164544.0000000000,33769033036678240.0000000000,64240003985702992.0000000000,64245758136914752.0000000000,4.2160000000,0,1,0,0,0,0,0,0.4728350000,500007,4946503351372.0000000000,3796,B1
10000001,20000006,30000043,Sari,-62779423667720400.0000000000,52039434306573576.0000000000,-81846145892347568.0000000000,-62780160458621952.0000000000,-62777608923875456.0000000000,52039433737863584.0000000000,52039434615873576.0000000000,81842909351784624.0000000000,81847762155740480.0000000000,0.0878400000,1,0,0,1,0,0,0,0.3793430000,500007,2426401977928.0000000000,3798,B2
10000001,20000007,30000044,Faspera,-87275787061837664.0000000000,24422502349262536.0000000000,-107306739389600960.0000000000,-87276213213680960.0000000000,-87274527237505280.0000000000,24422435839313000.0000000000,24422698965453556.0000000000,107306166498738192.0000000000,107307560883618288.0000000000,0.1176000000,0,0,1,0,0,0,0,0.1282580000,500007,842988087840.0000000000,3796,B3
10000001,20000007,30000045,Jaymass,-82887953753333136.0000000000,32277060913727688.0000000000,-99630396320491888.0000000000,-82890093949345536.0000000000,-82883158221344112.0000000000,32276666626817880.0000000000,32277944147527508.0000000000,99628146543366944.0000000000,99630659621489696.0000000000,0.4019000000,0,0,0,1,0,0,0,0.2163110000,500007,3467864000712.0000000000,6,B3
10000001,20000007,30000046,Mifrata,-78639929616777984.0000000000,42640460112816640.0000000000,-94549571824356256.0000000000,-78644227851576784.0000000000,-78639364855674384.0000000000,42640384997943408.0000000000,42641031786860200.0000000000,94548178695059136.0000000000,94552348217108304.0000000000,0.0716200000,1,0,0,1,0,0,0,0.3038030000,500007,2431497951200.0000000000,8,B2
10000001,20000007,30000047,Majamar,-73381467136228096.0000000000,33974076985768544.0000000000,-84124835282852208.0000000000,-73388043663751920.0000000000,-73381323230417056.0000000000,33974051103063600.0000000000,33975259827072084.0000000000,84115836722190512.0000000000,84128499487845744.0000000000,2.6740000000,0,0,1,0,0,0,0,0.3691860000,500007,6331382827616.0000000000,9,B2
10000001,20000007,30000048,Ihal,-84811359818445376.0000000000,47168756430761568.0000000000,-84060080477225648.0000000000,-84819779763485328.0000000000,-84810632237896128.0000000000,47168631641478432.0000000000,47168767219903096.0000000000,84054345329102384.0000000000,84063703807274752.0000000000,1.2090000000,1,0,0,1,0,0,0,0.4927010000,500007,4679239086184.0000000000,3797,B1
10000001,20000007,30000049,Camal,-89393067632056240.0000000000,40323443484050264.0000000000,-103505841227186944.0000000000,-89394413093218016.0000000000,-89391207234701456.0000000000,40323295041231112.0000000000,40323648749327056.0000000000,103505479236014112.0000000000,103506820401805168.0000000000,0.0330700000,0,1,0,0,0,0,0,0.2129770000,500007,1602929258280.0000000000,3798,B3
10000001,20000007,30000050,Fera,-74299224152638896.0000000000,39382745820237064.0000000000,-78999332766387168.0000000000,-74299523844775984.0000000000,-74298784638624880.0000000000,39382734925162664.0000000000,39382761801316864.0000000000,78999332684187168.0000000000,79000214558299072.0000000000,0.0173700000,0,1,0,0,0,0,0,0.4772460000,500007,440937055952.0000000000,3799,B1
10000001,20000008,30000051,Juddi,-81696029803755216.0000000000,43312474926582808.0000000000,-71958178282436296.0000000000,-81698836414232512.0000000000,-81695412326939536.0000000000,43312165282671808.0000000000,43312543050961432.0000000000,71956331143522208.0000000000,71963659408042584.0000000000,0.3352000000,1,0,0,1,0,0,0,0.6491370000,500007,3664132260188.0000000000,6,B1
10000001,20000008,30000052,Maspah,-84298169522780304.0000000000,40933231824812016.0000000000,-57665504477869512.0000000000,-84301020330997568.0000000000,-84296383475859856.0000000000,40932923005174584.0000000000,40933423310672056.0000000000,57663249585873992.0000000000,57666307703166144.0000000000,0.2775000000,1,0,0,1,0,0,0,0.7999010000,500007,2318427568856.0000000000,3799,B
10000001,20000008,30000053,Ibaria,-85000827583159296.0000000000,43133101361465056.0000000000,-66861168763407408.0000000000,-85001595956303936.0000000000,-85000827504659296.0000000000,43132987092657624.0000000000,43133101439965056.0000000000,66860917786338272.0000000000,66861300027079224.0000000000,0.0178200000,0,0,1,0,0,0,0,0.7309790000,500007,384225822320.0000000000,3799,B1
10000001,20000008,30000054,Shala,-85039605426929568.0000000000,33253850385570632.0000000000,-57833924355980576.0000000000,-85041571783052528.0000000000,-85037023415453856.0000000000,33253473619414616.0000000000,33254137315552844.0000000000,57830802156125800.0000000000,57837745662833128.0000000000,0.1749000000,0,0,1,0,0,0,0,0.7155640000,500007,3471753353664.0000000000,3797,B1
10000001,20000008,30000055,Zemalu,-78353005942623264.0000000000,37708303599870296.0000000000,-58441885318365048.0000000000,-78353238145774656.0000000000,-78352033821819440.0000000000,37708270149091752.0000000000,37708443639362672.0000000000,58440247619762288.0000000000,58442797566572616.0000000000,0.0428300000,0,0,1,0,0,0,0,0.7251590000,500007,1274973405164.0000000000,3802,B1
10000001,20000008,30000056,Khankenirdia,-76447984592627104.0000000000,42323396070787248.0000000000,-71495345478719416.0000000000,-76450527162085696.0000000000,-76443964777350928.0000000000,42323135662220760.0000000000,42323807779278768.0000000000,71492305371194048.0000000000,71498717217879840.0000000000,0.0529400000,0,1,0,0,0,0,0,0.6135960000,500007,3281192367384.0000000000,7,B1
10000001,20000009,30000057,Nikh,-85714432605002128.0000000000,66485180580943152.0000000000,-61024775895002304.0000000000,-85717070764877232.0000000000,-85708939278167648.0000000000,66484350424289856.0000000000,66485580711435264.0000000000,61019515896602880.0000000000,61028713131410216.0000000000,0.1239000000,1,0,0,1,0,0,0,0.7741980000,500007,4598617403668.0000000000,7,B
10000001,20000009,30000058,Amphar,-81506260408812080.0000000000,71942058569451888.0000000000,-60077264184929176.0000000000,-81506574801111760.0000000000,-81504055169650160.0000000000,71942039992215912.0000000000,71942189774607312.0000000000,60075146847528016.0000000000,60077865972822704.0000000000,0.0121600000,1,0,0,1,0,0,0,0.7021870000,500007,1359562647344.0000000000,3800,B1
10000001,20000009,30000059,Salashayama,-78462144495839664.0000000000,75721744939315584.0000000000,-53501874200793544.0000000000,-78462513798788560.0000000000,-78461788922227632.0000000000,75721676997453104.0000000000,75721815505618912.0000000000,53499264600324424.0000000000,53503218477832568.0000000000,0.0161600000,0,0,1,0,0,0,0,0.6655860000,500007,1976938754072.0000000000,3800,B1
10000001,20000009,30000060,Janus,-67019723134447680.0000000000,75145506477540288.0000000000,-56751705435097872.0000000000,-67020806444739040.0000000000,-67015725982405624.0000000000,75145141127820704.0000000000,75145605243000112.0000000000,56751047625921576.0000000000,56752912957364408.0000000000,0.0718700000,0,0,0,1,0,0,0,0.5455710000,500007,2540231166708.0000000000,8,B1
10000001,20000009,30000061,Agha,-85529128805122768.0000000000,68585914092814960.0000000000,-64690720392612648.0000000000,-85529179163155712.0000000000,-85526292604255200.0000000000,68585765978456952.0000000000,68585916737503352.0000000000,64690122574439752.0000000000,64691969806773752.0000000000,0.0100500000,0,1,0,0,0,0,0,0.7187830000,500007,1443279450256.0000000000,3800,B1
10000001,20000009,30000062,Iosantin,-60426349382586624.0000000000,75280217078275264.0000000000,-59383802160235896.0000000000,-60426434609711224.0000000000,-60424583799533544.0000000000,75280212978117904.0000000000,75280302013938464.0000000000,59383740232553832.0000000000,59385736656927248.0000000000,0.0180400000,0,0,0,1,0,0,0,0.4503430000,500007,998212186708.0000000000,3800,B1
10000001,20000009,30000063,Orva,-58831333756248456.0000000000,65071791530294200.0000000000,-58535541425382344.0000000000,-58837113158115120.0000000000,-58830206256882544.0000000000,65071519567848024.0000000000,65071844742488504.0000000000,58535331754139544.0000000000,58537822179314048.0000000000,0.5037000000,0,0,0,1,0,0,0,0.5099500000,500007,3453450616288.0000000000,3797,B1
10000001,20000009,30000064,Zet,-61899112908873624.0000000000,63390250691681096.0000000000,-57778987238062192.0000000000,-61901289718657760.0000000000,-61897185418720344.0000000000,63389901266880912.0000000000,63390648038800376.0000000000,57777836193887248.0000000000,57785121393701416.0000000000,0.1440000000,1,0,0,1,0,0,0,0.5696980000,500007,3642599907084.0000000000,7,B1
10000001,20000009,30000065,Akhrad,-55467810092119792.0000000000,75041947502068048.0000000000,-65667847016387968.0000000000,-55468243422207320.0000000000,-55462055555503512.0000000000,75041723516594992.0000000000,75041964377703376.0000000000,65665232625321184.0000000000,65669439446057432.0000000000,0.3348000000,1,0,0,1,0,0,0,0.3584770000,500007,3093933351904.0000000000,6,B2
10000001,20000009,30000066,Pirohdim,-66053705321788104.0000000000,60016694152712512.0000000000,-60830334913800008.0000000000,-66058146159092080.0000000000,-66050526460405272.0000000000,60016268634498744.0000000000,60017285084022488.0000000000,60821555616788048.0000000000,60835324498204816.0000000000,0.6256000000,0,0,1,0,0,0,0,0.6286960000,500007,6884440708384.0000000000,3802,B1
10000001,20000009,30000067,Sharir,-60941548092406936.0000000000,77995677851633712.0000000000,-65672158117746600.0000000000,-60941811070028296.0000000000,-60939530306288664.0000000000,77995661223504544.0000000000,77995805925191376.0000000000,65666796126326000.0000000000,65673446138619848.0000000000,0.5506000000,0,0,1,0,0,0,0,0.3968490000,500007,3325006146924.0000000000,3797,B2
10000001,20000009,30000068,Usroh,-83511864320234064.0000000000,78631957879831856.0000000000,-63739762008452648.0000000000,-83514564213295168.0000000000,-83511709728314160.0000000000,78631871690628080.0000000000,78631962816650640.0000000000,63739393593247064.0000000000,63740849172333888.0000000000,0.0281900000,0,0,1,0,0,0,0,0.5974580000,500007,1427242490504.0000000000,8,B1
10000001,20000009,30000069,Thiarer,-60038254601218360.0000000000,56960319635112784.0000000000,-61574404562871808.0000000000,-60038544702883656.0000000000,-60035683441380808.0000000000,56960262958222984.0000000000,56960821917952464.0000000000,61573138075303224.0000000000,61575215935533888.0000000000,0.0904800000,0,0,0,1,0,0,0,0.5420330000,500007,1430630751424.0000000000,3798,B1
10000001,20000010,30000070,Gomati,-102466093278155488.0000000000,61739122987126648.0000000000,-92805341321059920.0000000000,-102466997652634688.0000000000,-102463095995084944.0000000000,61739017136700592.0000000000,61739154925911080.0000000000,92804809802176816.0000000000,92806464554255920.0000000000,0.0242400000,1,0,0,1,0,0,0,0.3874210000,500007,1950828774872.0000000000,7,B2
10000001,20000010,30000071,Jangar,-103711104103329344.0000000000,71636002389670472.0000000000,-81696206367769232.0000000000,-103712212483082432.0000000000,-103709545781841232.0000000000,71635753963321984.0000000000,71636179085630968.0000000000,81696120703662496.0000000000,81697887220957296.0000000000,0.1145000000,0,1,0,0,0,0,0,0.5273290000,500007,1333350620600.0000000000,3799,B1
10000001,20000010,30000072,Nakah,-115776531141551808.0000000000,81776967342702272.0000000000,-98226669274008704.0000000000,-115777068819747920.0000000000,-115775777870922240.0000000000,81776881347379200.0000000000,81777028727878912.0000000000,98226252395296400.0000000000,98226992974939760.0000000000,0.0153800000,1,0,0,1,1,1,0,0.3638640000,500007,645474412840.0000000000,3799,B2
10000001,20000010,30000073,Irshah,-95323443986144416.0000000000,60897202373633304.0000000000,-89454401512341072.0000000000,-95328810084356576.0000000000,-95321785394405264.0000000000,60896928689934584.0000000000,60898087836883632.0000000000,89450267821138432.0000000000,89456251865351344.0000000000,0.1500000000,1,0,0,1,0,0,0,0.4295070000,500007,3512344975656.0000000000,7,B2
10000001,20000010,30000074,Hasateem,-109124883950155696.0000000000,68647473524096832.0000000000,-91822983992110544.0000000000,-109128258957788416.0000000000,-109124080116431712.0000000000,68647463532210792.0000000000,68647515508100664.0000000000,91820936827815136.0000000000,91823816080581728.0000000000,0.0101000000,0,0,0,1,0,0,0,0.4264960000,500007,2089420678352.0000000000,3800,B2
10000001,20000010,30000075,Assah,-115655018402865808.0000000000,74112145986631680.0000000000,-103188394071440480.0000000000,-115656681042199920.0000000000,-115652666421536672.0000000000,74111887391617552.0000000000,74112327438753728.0000000000,103183531561315888.0000000000,103188893916710176.0000000000,0.3229000000,1,0,0,1,0,1,0,0.2978020000,500007,2681177697144.0000000000,6,B2
10000001,20000011,30000076,Tidacha,-96666131425390896.0000000000,65065656728685952.0000000000,-56208771481079208.0000000000,-96666548115730048.0000000000,-96662132175917440.0000000000,65065442897209816.0000000000,65065679289751584.0000000000,56208150368083200.0000000000,56210554611892384.0000000000,0.1989000000,1,0,0,1,0,0,0,0.8200990000,500007,2207969906304.0000000000,3798,B
10000001,20000011,30000077,Odlib,-100580464528326432.0000000000,61711747519974392.0000000000,-55983784947667704.0000000000,-100581029908479488.0000000000,-100578598711728576.0000000000,61711563051008208.0000000000,61711803418018464.0000000000,55980149383841616.0000000000,55985210254675576.0000000000,0.2979000000,0,0,0,1,0,0,0,0.8245170000,500007,2530435416980.0000000000,3799,B
10000001,20000011,30000078,Jofan,-107343994369714544.0000000000,60153248576634848.0000000000,-55559557102143304.0000000000,-107347690498254800.0000000000,-107343608068299568.0000000000,60153243763592928.0000000000,60153294582452768.0000000000,55553592651025712.0000000000,55560560729688024.0000000000,0.4978000000,0,0,1,0,0,0,0,0.7795480000,500007,3484039331156.0000000000,3797,B
